BuildingCode,Longitude,Latitude
2402002355,125.5566288,10.3259231
2402002405,125.5580913,10.3237485
2402002406,125.5580913,10.3237485
2402002407,125.5580913,10.3237485
2402002408,125.5580913,10.3237485
2402002409,125.5587638,10.3200039
2402002410,125.5580913,10.3237485
2402002411,125.5587206,10.3198041
2402002421,125.5557332,10.3285615
2402002423,125.5556101,10.3285143
2402002424,125.5557146,10.3285094
2402002425,125.5557531,10.3295123
2402002426,125.5557565,10.3295136
2402002427,125.5557569,10.3294744
2402002428,125.5557562,10.329471
2402002429,125.555757,10.3294765
2402002430,125.5557564,10.3294769
2402002431,125.5580913,10.3231552
2402002432,125.5557664,10.329526
2402002433,125.5557747,10.3295314
2402002434,125.555757,10.3294765
2402002435,125.5557793,10.3295353
2402002436,125.5557602,10.3294726
2402002437,125.5557599,10.3294746
2402002439,125.5557613,10.3294665
2402002440,125.5557683,10.3295012
2402002441,125.5557874,10.3295627
2402002443,125.5558023,10.3295099
2402002444,125.5558454,10.3297534
2402002445,125.5558442,10.3296139
2402002446,125.5558403,10.3297309
2402002447,125.5558271,10.3295915
2402002448,125.5562629,10.3299076
2402002449,125.5558093,10.3295084
2402002481,125.6255015,10.2566986
2402002482,125.6254974,10.2566959
2402002483,125.6249717,10.2565217
2402002484,125.6240683,10.256685
2402002485,125.6244932,10.256809
2402002486,125.6254964,10.2566975
2402002487,125.6244033,10.2571883
2402002488,125.6247776,10.2567186
2402002489,125.6254981,10.2566998
2402002490,125.6254974,10.2566959
2402002491,125.6248073,10.2567096
2402002492,125.6242633,10.2567483
2402002493,125.6245083,10.256815
2402002494,125.6255828,10.256685
2402002495,125.6255828,10.256685
2402002496,125.6255035,10.2567043
2402002497,125.62551,10.2567315
2402002498,125.6255946,10.2566842
2402002499,125.6243133,10.25679
2402002500,125.6256063,10.2566597
2402002501,125.6255054,10.2567364
2402002502,125.6254985,10.256693
2402002529,125.5588275,10.3197579
2402002530,125.5580913,10.3237485
2402002536,125.5584572,10.3196524
2402002537,125.5580913,10.3237485
2402002538,125.5583341,10.3195823
2402002539,125.5580913,10.3237485
2402002541,125.5581696,10.3194578
2402002542,125.5581249,10.3194073
2402002543,125.5581253,10.3194063
2402002546,125.5583231,10.3189558
2402002547,125.5583197,10.3189455
2402002548,125.5583794,10.3189231
2402002549,125.5588133,10.3190777
2403000001,125.5287569,10.2829262
2403000002,125.5287695,10.2829287
2403000003,125.5287702,10.2829293
2403000004,125.5288042,10.2829548
2403000005,125.5288722,10.2830172
2403000006,125.5288868,10.2830378
2403000007,125.5288367,10.2829768
2403000008,125.5287489,10.2829356
2403000009,125.5287616,10.2829281
2403000010,125.5287371,10.2829473
2403000011,125.5287662,10.2829237
2403000012,125.5278645,10.282968
2403000013,125.528513,10.2829681
2403000014,125.5287665,10.2829288
2403000015,125.5279285,10.2829589
2403000016,125.5279363,10.2829534
2403000017,125.527878,10.2829555
2403000018,125.5275972,10.2831116
2403000019,125.527635,10.2830953
2403000020,125.5276052,10.2830949
2403000021,125.5287576,10.2829184
2403000022,125.5278645,10.282968
2403000023,125.5287616,10.2829281
2403000048,125.5504394,10.31948702
2403000049,125.5578563,10.3243147
2403000050,125.5578658,10.3248833
2403000051,125.5575378,10.3245714
2403000052,125.5576444,10.3244435
2403000053,125.5580553,10.3244298
2403000054,125.5580519,10.3243645
2403000056,125.5577168,10.3247273
2403000057,125.5576452,10.3248161
2403000058,125.5576331,10.3245837
2403000059,125.5576392,10.3248443
2403000060,125.5576381,10.3249413
2403000061,125.5577242,10.3249555
2403000062,125.5576673,10.3250215
2403000063,125.55749,10.324845
2403000064,125.5574922,10.3249836
2403000065,125.5574517,10.3251789
2403000066,125.55739,10.3253198
2403000092,125.6008312,10.2940468
2403000094,125.5840881,10.3190074
2403000097,125.5844217,10.2943331
2403000098,125.5846966,10.2975696
2403000099,125.5840966,10.31900718
2403000100,125.5837379,10.3193289
2403000101,125.5874987,10.3132198
2403000102,125.5874987,10.3132198
2403000103,125.5839619,10.31906926
2403000104,125.5839704,10.31905869
