#,false,QR,Unique Code,Longitude,Latitude,Region,Province,Municipality,Barangay,Purok,Street,Landmark,House Number,Building Name,Floor,Unit Number,Date Added,Date Modified,Delete,source_file
1720,False,,2403001255,125.534935,10.2891783,Caraga,Dinagat Islands,Tubajon,Imelda,Purok 3,,,,,,,"Mar 26, 2024","Mar 26, 2024",,download (17).xls
