#,false,QR,Unique Code,Longitude,Latitude,Region,Province,Municipality,Barangay,Purok,Street,Landmark,House Number,Building Name,Floor,Unit Number,Date Added,Date Modified,Delete,source_file
101,False,,2402000070,125.5854067,10.3217683,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
102,False,,2402000072,125.5863533,10.3225033,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
103,False,,2402000074,125.5852667,10.3219633,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
104,False,,2402000076,125.5863067,10.3228433,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
105,False,,2402000078,125.5851433,10.3215598,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
106,False,,2402000080,125.5857467,10.3225833,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
107,False,,2402000082,125.585155,10.32154,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
108,False,,2402000085,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
109,False,,2402000087,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Front of Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
110,False,,2402000089,125.5848597,10.3206139,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
111,False,,2402000091,125.5848597,10.3206139,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,CFF Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
112,False,,2402000093,125.5851509,10.3215298,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
113,False,,2402000095,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near Mabini Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
114,False,,2402000097,125.5851433,10.3215598,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near of CFF Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
115,False,,2402000100,125.5851433,10.3215598,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near of CFF Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
116,False,,2402000102,125.5854022,10.321252,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Front of Mabini Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
117,False,,2402000104,125.5851547,10.3215648,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
118,False,,2402000106,125.5847168,10.3190189,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of Mabini Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
119,False,,2402000108,125.5847939,10.3206301,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of Mabini Elementary School,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
120,False,,2402000110,125.58425237920136,10.319103519052234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,,,,,,"Feb 06, 2024","Oct 22, 2024",,download (1).xls
121,False,,2402000114,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
122,False,,2402000116,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Front of Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
123,False,,2402000118,125.5848628,10.3206121,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
124,False,,2402000120,125.5849023,10.320649,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of CFF Church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
125,False,,2402000122,125.5857245,10.3216423,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near SDA church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
126,False,,2402000124,125.5850222,10.3211593,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Front of Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
127,False,,2402000126,125.584641,10.3204218,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Front of Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
128,False,,2402000128,125.5851774,10.3215816,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near Mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
129,False,,2402000130,125.5848707,10.320613,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near Sda church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
130,False,,2402000132,125.5848596,10.3206064,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Near sda church,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
131,False,,2402000134,125.5859103,10.3209204,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 4,,Back of mabini elementary school,,,,,"Feb 06, 2024","Feb 06, 2024",,download (1).xls
132,False,,2402000138,125.5560476,10.3310527,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
133,False,,2402000140,125.5563716,10.3309237,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
134,False,,2402000142,125.5563551,10.3308386,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
135,False,,2402000144,125.5564425,10.3306125,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
136,False,,2402000148,125.556172,10.3309719,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
137,False,,2402000150,125.5561871,10.3306898,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
138,False,,2402000152,125.5563017,10.3307239,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
139,False,,2402000155,125.5562757,10.3307116,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
140,False,,2402000157,125.5562946,10.3307232,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
141,False,,2402000161,125.5562282,10.3307323,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
142,False,,2402000163,125.5558714,10.3306259,Caraga,Dinagat Islands,Tubajon,San Roque,Purok 2,,,,,,,"Feb 08, 2024","Feb 08, 2024",,download (1).xls
143,False,,2402000165,125.5536978,10.3471879,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,42.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
144,False,,2402000167,125.5536944,10.3472137,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,72.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
145,False,,2402000171,125.5536985,10.3472182,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio,,43.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
146,False,,2402000175,125.5536958,10.3471955,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,44.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
147,False,,2402000177,125.5534556,10.3465312,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,58.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
148,False,,2402000179,125.5534117,10.3465618,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,73.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
149,False,,2402000181,125.5532141,10.3466342,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio,,48.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
150,False,,2402000183,125.55339,10.3465873,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,49.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
151,False,,2402000186,125.5534254,10.3465405,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,58.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
152,False,,2402000190,125.5534709,10.3465031,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio,,60.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
153,False,,2402000192,125.5534872,10.3464605,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio,,57.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
154,False,,2402000195,125.5534983,10.3464497,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,61.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
155,False,,2402000198,125.5534574,10.3465208,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio,,56.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
156,False,,2402000202,125.5534081,10.3472838,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,111.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
157,False,,2402000205,125.5534099,10.3465763,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
158,False,,2402000208,125.5534505,10.3465401,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,,,53.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
159,False,,2402000210,125.553461,10.3475917,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1,,,37.0,,,,"Feb 09, 2024","Dec 11, 2025",,download (1).xls
160,False,,2402000212,125.5534164,10.3465662,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio street,,75.0,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
161,False,,2402000214,125.5848555,10.3197562,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
162,False,,2402000216,125.5848125,10.3192999,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
163,False,,2402000218,125.584775,10.3189915,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
164,False,,2402000221,125.584775,10.3189915,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
165,False,,2402000223,125.58474,10.3188002,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
166,False,,2402000225,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
167,False,,2402000227,125.5847852,10.3192522,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
168,False,,2402000229,125.5847852,10.3192522,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
169,False,,2402000231,125.5847944,10.3189755,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
170,False,,2402000234,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
171,False,,2402000238,125.5847682,10.3189321,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,"Near of brgy, hall",,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
172,False,,2402000240,125.5847034,10.3190283,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Ampo street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
173,False,,2402000242,125.5847244,10.3190261,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Ampo street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
174,False,,2402000244,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Ampo street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
175,False,,2402000246,125.5847431,10.3188127,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,Near of brgy hall,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
176,False,,2402000248,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
177,False,,2402000250,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,Near brgy.hall,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
178,False,,2402000252,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,,Near TMGnhs,,,,,"Feb 09, 2024","Feb 15, 2024",,download (1).xls
179,False,,2402000254,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,,Near TMgnhs,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
180,False,,2402000257,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,,Near of tmgnhs,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
181,False,,2402000262,125.5856765,10.3206569,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Ampo street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
182,False,,2402000264,125.5847434,10.3187164,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Near brgy gym,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
183,False,,2402000266,125.5847311,10.3188054,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Near church,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
184,False,,2402000268,125.5555476617876,10.327570028120618,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,,,,,,,"Feb 09, 2024","Aug 14, 2024",,download (1).xls
185,False,,2402000271,125.584975,10.3195233,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,Gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
186,False,,2402000273,125.5846683,10.3197167,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
187,False,,2402000275,125.5851867,10.3194267,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
188,False,,2402000277,125.5850333,10.3192483,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,daguinod street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
189,False,,2402000279,125.5849217,10.3193133,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
190,False,,2402000281,125.58536,10.31842,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
191,False,,2402000283,125.58437,10.3188867,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
192,False,,2402000285,125.5847786,10.3189532,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
193,False,,2402000287,125.5847865,10.3190511,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
194,False,,2402000289,125.5847167,10.3190492,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,gumato street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
195,False,,2402000293,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 1,ampo street,,,,,,"Feb 09, 2024","Feb 09, 2024",,download (1).xls
196,False,,2402000300,125.5536184,10.3474514,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,85.0,,,,"Feb 10, 2024","Feb 10, 2024",,download (1).xls
197,False,,2402000302,125.5538383,10.347135,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,109.0,,,,"Feb 10, 2024","Feb 10, 2024",,download (1).xls
198,False,,2402000305,125.5534683,10.34651,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,81.0,,,,"Feb 10, 2024","Feb 10, 2024",,download (1).xls
199,False,,2402000307,125.553665,10.347145,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,118.0,,,,"Feb 10, 2024","Feb 10, 2024",,download (1).xls
200,False,,2402000309,125.55626227841184,10.339644726502442,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3,Bonifacio Street,,110.0,,,,"Feb 10, 2024","Oct 23, 2024",,download (1).xls
1001,False,,2402002108,125.6209486,10.2563497,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 2,,,,,,,"Feb 26, 2024","Feb 26, 2024",,download (10).xls
1002,False,,2402002154,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,6.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1003,False,,2402002155,125.5594593,10.326543,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1004,False,,2402002156,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,National highway,,,137.0,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1005,False,,2402002157,125.5594593,10.326543,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,National highway,,,137.0,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1006,False,,2402002158,125.5594593,10.326543,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,,10.0,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1007,False,,2402002159,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,,13.0,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1008,False,,2402002160,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,122.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1009,False,,2402002161,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,9.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1010,False,,2402002162,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,117.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1011,False,,2402002163,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,133.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1012,False,,2402002164,125.5594593,10.326543,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,National highway,,134.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1013,False,,2402002165,125.5594593,10.326543,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,National highway,,134.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1014,False,,2402002166,125.5580913,10.3231552,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,118.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1015,False,,2402002167,125.5584333,10.3275625,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,135.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1016,False,,2402002168,125.5645892,10.3235229,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1017,False,,2402002169,125.5584333,10.3269691,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 4,,,129.0,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1018,False,,2402002189,125.55066792535348,10.319624227890102,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,Luib street,,,,,,"Feb 27, 2024","Oct 23, 2024",,download (10).xls
1019,False,,2402002190,125.5573599,10.3264005,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1020,False,,2402002191,125.5575886,10.3267668,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,Luib street,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1021,False,,2402002192,125.5573479,10.3267478,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,Luib street,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1022,False,,2402002193,125.5572987,10.3266404,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,Luib street,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1023,False,,2402002194,125.5573014,10.3265678,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3,Luib street,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1024,False,,2402002202,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1025,False,,2402002204,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1026,False,,2402002205,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1027,False,,2402002206,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1028,False,,2402002208,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1029,False,,2402002209,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1030,False,,2402002210,125.5839232,10.3190982,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1031,False,,2402002212,125.584696,10.3203703,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1032,False,,2402002213,125.5846954,10.3203742,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1033,False,,2402002214,125.5844076,10.3191257,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1034,False,,2402002215,125.5841382,10.3192006,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1035,False,,2402002216,125.5840344,10.3193166,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1036,False,,2402002218,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1037,False,,2402002219,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1038,False,,2402002220,125.5846156,10.3189631,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1039,False,,2402002221,125.584487,10.3190325,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1040,False,,2402002222,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1041,False,,2402002223,125.584779,10.318994,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1042,False,,2402002225,125.5827794,10.318619,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,Lawaan,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1043,False,,2402002226,125.584345,10.3199331,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1044,False,,2402002227,125.584345,10.3199331,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1045,False,,2402002228,125.584345,10.3199331,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1046,False,,2402002229,125.584345,10.3199331,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1047,False,,2402002230,125.5839037,10.3191752,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1048,False,,2402002231,125.5843182,10.3200067,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
1049,False,,2402002233,125.5828733,10.3188227,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 2,,,,,,,"Feb 27, 2024","Feb 27, 2024",,download (10).xls
